domain_length,digit_count,hyphen_count,known_brand_similarity,tld_risk_score,label
28,3,2,0.6052,0.85,1
25,7,5,0.842,0.9,1
20,9,2,0.5118,0.8,1
9,2,1,0.3864,0.15,0
7,1,1,0.2228,0.15,0
35,4,4,0.902,0.85,1
7,0,1,0.1406,0.1,0
27,5,4,0.5489,0.8,1
15,2,0,0.1919,0.15,0
5,0,1,0.2957,0.1,0
17,8,3,0.6807,0.9,1
10,2,1,0.3469,0.1,0
20,5,5,0.8702,0.9,1
19,4,3,0.6481,0.8,1
11,2,0,0.2911,0.1,0
20,4,5,0.8765,0.85,1
6,1,0,0.3552,0.1,0
36,10,2,0.8899,0.85,1
6,1,1,0.1413,0.1,0
35,12,2,0.8506,0.85,1
23,6,1,0.7131,0.85,1
37,4,1,0.5085,0.8,1
29,6,3,0.8744,0.8,1
8,0,0,0.1924,0.1,0
13,2,0,0.2396,0.1,0
34,12,3,0.5581,0.85,1
36,9,3,0.6813,0.85,1
11,1,0,0.2645,0.1,0
23,12,4,0.6352,0.85,1
8,0,0,0.4706,0.1,0
27,9,3,0.9482,0.85,1
26,7,4,0.6736,0.85,1
30,3,3,0.6967,0.8,1
7,1,0,0.2691,0.1,0
15,4,3,0.7647,0.85,1
10,2,1,0.0703,0.1,0
15,0,1,0.0104,0.15,0
11,0,0,0.1499,0.15,0
16,9,2,0.9051,0.85,1
13,2,1,0.1637,0.1,0
17,9,3,0.5927,0.85,1
10,2,1,0.2425,0.15,0
35,8,4,0.5382,0.8,1
32,7,1,0.8344,0.85,1
11,0,1,0.1676,0.15,0
16,7,5,0.5866,0.8,1
38,6,2,0.5161,0.85,1
29,5,3,0.5197,0.85,1
12,2,1,0.213,0.1,0
40,11,5,0.6957,0.8,1
26,3,5,0.5743,0.8,1
8,1,1,0.059,0.1,0
38,6,2,0.8419,0.85,1
36,5,4,0.8646,0.85,1
18,3,1,0.7019,0.85,1
9,2,1,0.0672,0.1,0
10,1,0,0.3328,0.1,0
17,9,2,0.5003,0.8,1
20,12,3,0.6635,0.8,1
36,8,3,0.9408,0.8,1
24,9,1,0.7961,0.85,1
9,2,1,0.0069,0.15,0
34,3,5,0.581,0.8,1
6,1,0,0.1546,0.1,0
8,2,0,0.0437,0.15,0
32,5,5,0.6357,0.85,1
27,11,1,0.6189,0.9,1
11,1,1,0.3818,0.1,0
20,11,4,0.8381,0.85,1
22,8,5,0.8805,0.9,1
13,0,1,0.1654,0.1,0
13,2,1,0.2984,0.15,0
13,0,1,0.31,0.15,0
29,12,1,0.8908,0.9,1
7,1,0,0.0706,0.1,0
5,1,1,0.3288,0.15,0
33,10,5,0.6584,0.9,1
15,2,0,0.0918,0.1,0
5,2,0,0.0481,0.1,0
19,6,2,0.8152,0.85,1
5,0,0,0.2346,0.1,0
10,0,0,0.6667,0.1,0
9,2,0,0.1856,0.15,0
30,11,5,0.8733,0.8,1
39,4,2,0.6338,0.85,1
30,12,5,0.8789,0.8,1
15,9,1,0.8842,0.85,1
12,0,0,0.5882,0.85,1
36,6,4,0.7969,0.85,1
10,2,0,0.3774,0.15,0
14,1,1,0.0186,0.1,0
25,0,2,0.3333,0.85,1
10,0,0,0.1533,0.15,0
38,5,2,0.5434,0.85,1
33,11,2,0.6063,0.85,1
10,0,0,0.074,0.15,0
13,1,0,0.0094,0.15,0
9,1,0,0.16,0.1,0
28,3,3,0.5014,0.8,1
21,6,2,0.6252,0.85,1
12,1,1,0.1626,0.15,0
5,1,0,0.0865,0.15,0
5,0,0,0.361,0.1,0
32,8,4,0.7953,0.85,1
5,2,0,0.0055,0.1,0
15,3,1,0.6331,0.9,1
20,4,4,0.9261,0.85,1
32,5,4,0.7657,0.85,1
14,1,0,0.1735,0.1,0
6,2,0,0.3504,0.1,0
40,6,1,0.6289,0.85,1
38,8,2,0.7869,0.85,1
21,7,4,0.6791,0.85,1
12,1,1,0.0954,0.1,0
15,2,1,0.0264,0.1,0
31,4,2,0.7952,0.85,1
36,3,1,0.6726,0.85,1
36,3,2,0.8155,0.85,1
18,7,5,0.6311,0.85,1
10,0,1,0.0375,0.1,0
6,1,0,0.3022,0.15,0
15,1,1,0.3766,0.1,0
12,0,1,0.0734,0.1,0
25,11,3,0.5347,0.9,1
6,1,1,0.0731,0.1,0
24,7,5,0.7475,0.85,1
17,0,2,0.5217,0.9,1
25,10,1,0.7357,0.85,1
7,2,1,0.2632,0.1,0
15,5,1,0.9071,0.85,1
15,2,1,0.244,0.1,0
8,2,1,0.1107,0.1,0
37,12,1,0.7561,0.85,1
29,8,2,0.8624,0.9,1
15,2,0,0.127,0.15,0
8,0,1,0.2129,0.15,0
8,0,0,0.2695,0.1,0
22,0,2,0.4828,0.2,1
31,12,2,0.5265,0.8,1
9,1,0,0.3002,0.15,0
23,12,3,0.7326,0.8,1
6,0,0,0.3667,0.1,0
15,12,1,0.9319,0.9,1
10,1,0,0.0602,0.15,0
6,2,0,0.0157,0.15,0
27,12,2,0.6824,0.9,1
12,2,1,0.0513,0.15,0
7,0,0,0.3571,0.15,0
14,2,0,0.0336,0.1,0
8,0,0,0.3692,0.15,0
36,10,3,0.9217,0.8,1
7,1,1,0.3055,0.1,0
34,12,4,0.9116,0.9,1
13,1,0,0.278,0.15,0
12,1,0,0.3177,0.1,0
15,0,0,0.2562,0.1,0
18,4,2,0.5722,0.8,1
19,8,4,0.8281,0.85,1
27,5,4,0.7396,0.85,1
6,0,0,0.1918,0.1,0
38,3,2,0.5309,0.85,1
7,1,0,0.0273,0.15,0
37,6,3,0.7034,0.8,1
22,9,4,0.8153,0.85,1
38,8,4,0.5859,0.85,1
7,2,1,0.0937,0.15,0
7,0,0,0.2662,0.1,0
5,2,0,0.2504,0.1,0
5,2,1,0.1832,0.1,0
39,8,1,0.9216,0.8,1
11,2,0,0.1258,0.1,0
14,2,0,0.1373,0.15,0
5,0,0,0.3974,0.15,0
33,11,5,0.8505,0.85,1
6,0,1,0.0387,0.1,0
7,1,1,0.2478,0.1,0
39,11,1,0.9381,0.85,1
31,8,5,0.7214,0.85,1
39,4,5,0.8387,0.85,1
22,11,5,0.678,0.85,1
36,5,3,0.6113,0.9,1
17,10,1,0.8699,0.85,1
8,2,0,0.093,0.15,0
32,5,4,0.7974,0.85,1
13,1,1,0.3322,0.1,0
7,2,0,0.3571,0.1,0
21,7,3,0.8359,0.8,1
15,2,1,0.13,0.15,0
25,8,3,0.9288,0.9,1
14,0,1,0.2784,0.1,0
10,1,1,0.0104,0.15,0
28,10,2,0.5928,0.85,1
21,12,2,0.9493,0.85,1
29,7,2,0.7363,0.9,1
21,8,1,0.5618,0.8,1
36,4,1,0.5386,0.85,1
8,0,0,0.0622,0.1,0
5,0,0,0.3333,0.1,0
8,1,1,0.2612,0.15,0
5,1,0,0.2101,0.15,0
7,1,1,0.2185,0.15,0
24,0,2,0.3448,0.9,1
23,5,3,0.7954,0.85,1
23,12,2,0.8965,0.85,1
15,0,0,0.07,0.15,0
10,0,1,0.0848,0.1,0
9,2,0,0.2738,0.1,0
29,12,3,0.6674,0.8,1
14,1,1,0.3467,0.1,0
37,6,4,0.8298,0.8,1
28,3,4,0.5193,0.85,1
39,3,4,0.8641,0.8,1
10,0,0,0.106,0.15,0
25,5,5,0.5406,0.8,1
13,0,1,0.0182,0.1,0
8,0,1,0.1199,0.15,0
27,0,2,0.25,0.5,1
14,0,0,0.2493,0.15,0
8,2,1,0.237,0.15,0
26,7,5,0.5368,0.85,1
32,4,1,0.731,0.8,1
10,0,0,0.1109,0.1,0
39,9,3,0.7762,0.8,1
8,1,0,0.0181,0.1,0
25,8,2,0.7962,0.9,1
17,5,4,0.8871,0.8,1
7,1,1,0.1045,0.15,0
25,8,5,0.6175,0.85,1
17,8,4,0.9098,0.8,1
17,7,3,0.8218,0.8,1
11,2,0,0.0311,0.1,0
9,0,1,0.0153,0.15,0
14,1,0,0.0692,0.15,0
8,0,1,0.1719,0.15,0
16,12,5,0.5851,0.85,1
29,5,5,0.567,0.8,1
7,2,0,0.3812,0.1,0
27,4,2,0.8377,0.9,1
21,3,1,0.5108,0.85,1
5,1,1,0.2212,0.1,0
15,0,1,0.279,0.15,0
15,1,1,0.0648,0.1,0
24,6,4,0.8883,0.9,1
30,7,3,0.9168,0.85,1
8,1,1,0.0711,0.1,0
26,4,3,0.7271,0.85,1
9,1,0,0.2861,0.15,0
13,1,1,0.2291,0.1,0
15,1,0,0.1819,0.1,0
6,1,0,0.0841,0.1,0
15,1,1,0.2513,0.1,0
40,7,4,0.7046,0.85,1
14,0,0,0.0622,0.15,0
17,8,2,0.5833,0.85,1
11,2,1,0.2288,0.1,0
18,12,4,0.5874,0.85,1
31,3,1,0.913,0.85,1
6,0,1,0.1967,0.15,0
14,1,1,0.0795,0.1,0
17,8,5,0.6238,0.9,1
14,1,0,0.0892,0.1,0
10,0,1,0.2776,0.1,0
5,0,1,0.267,0.1,0
5,1,0,0.1286,0.1,0
10,2,0,0.2978,0.1,0
11,1,1,0.0019,0.15,0
9,0,1,0.0672,0.1,0
34,5,3,0.6667,0.9,1
5,1,1,0.3416,0.1,0
38,7,3,0.8197,0.8,1
7,0,0,1.0,0.1,0
37,6,5,0.5649,0.8,1
21,5,3,0.6399,0.85,1
40,9,5,0.7787,0.85,1
9,1,0,0.0877,0.1,0
37,7,4,0.9497,0.85,1
35,8,3,0.591,0.9,1
16,0,2,0.3478,0.2,1
7,2,1,0.0117,0.1,0
25,8,2,0.905,0.85,1
21,10,4,0.8553,0.85,1
12,1,1,0.1217,0.1,0
40,5,2,0.8467,0.85,1
21,9,2,0.8717,0.85,1
8,2,1,0.0457,0.1,0
17,9,3,0.6032,0.85,1
33,5,3,0.9426,0.9,1
28,4,4,0.8947,0.85,1
6,1,0,0.2776,0.1,0
8,2,1,0.1596,0.15,0
28,10,3,0.5739,0.9,1
11,1,1,0.0494,0.1,0
8,2,1,0.1496,0.15,0
14,0,1,0.2015,0.15,0
16,11,3,0.9218,0.85,1
15,3,1,0.851,0.85,1
7,1,1,0.1868,0.1,0
9,0,0,0.2793,0.1,0
35,12,4,0.8509,0.85,1
9,1,1,0.0091,0.1,0
26,7,5,0.6426,0.85,1
22,6,2,0.839,0.85,1
15,0,0,0.3836,0.1,0
22,4,3,0.853,0.85,1
14,2,0,0.3802,0.15,0
38,7,1,0.8766,0.8,1
9,1,1,0.123,0.1,0
22,12,2,0.9166,0.9,1
16,9,3,0.9005,0.85,1
11,1,1,0.3234,0.1,0
13,2,1,0.134,0.15,0
26,10,5,0.9276,0.8,1
16,5,3,0.9427,0.85,1
25,5,1,0.8979,0.9,1
23,11,1,0.5604,0.85,1
11,0,0,0.174,0.1,0
27,3,1,0.6541,0.85,1
6,1,1,0.3382,0.15,0
28,9,4,0.8301,0.8,1
10,0,0,0.1325,0.15,0
23,7,4,0.7972,0.85,1
15,6,3,0.6145,0.85,1
24,7,5,0.6578,0.85,1
18,12,5,0.852,0.85,1
10,2,0,0.0047,0.1,0
39,9,4,0.6124,0.8,1
8,0,0,0.3472,0.15,0
14,1,1,0.2864,0.1,0
7,2,0,0.3367,0.1,0
17,12,1,0.898,0.85,1
17,3,5,0.6505,0.9,1
13,1,0,0.2551,0.1,0
11,1,1,0.0292,0.1,0
16,10,4,0.7187,0.8,1
37,10,5,0.8116,0.85,1
12,0,0,0.3127,0.15,0
15,11,4,0.6758,0.85,1
8,1,1,0.1147,0.1,0
33,7,4,0.5084,0.8,1
38,12,2,0.8389,0.9,1
11,0,0,0.0358,0.15,0
14,1,0,0.2501,0.15,0
11,0,0,0.3216,0.15,0
14,0,0,0.1513,0.1,0
19,5,5,0.5654,0.85,1
16,6,5,0.8686,0.85,1
5,0,0,0.0343,0.1,0
12,2,0,0.138,0.1,0
6,1,1,0.1817,0.15,0
19,10,1,0.5144,0.85,1
29,5,3,0.5735,0.85,1
15,11,3,0.5494,0.85,1
27,9,4,0.5451,0.85,1
15,5,5,0.6266,0.8,1
27,11,5,0.7164,0.85,1
30,9,4,0.6071,0.8,1
31,10,3,0.8771,0.9,1
7,1,1,0.2007,0.15,0
12,2,0,0.3391,0.1,0
12,0,0,0.0308,0.15,0
13,2,0,0.2648,0.15,0
11,0,0,0.0352,0.15,0
30,11,2,0.5267,0.9,1
12,1,1,0.3205,0.15,0
10,1,1,0.226,0.15,0
9,2,1,0.3761,0.1,0
36,11,2,0.8335,0.9,1
6,1,0,0.1511,0.1,0
32,8,4,0.8528,0.8,1
32,4,4,0.749,0.85,1
36,6,2,0.7736,0.8,1
22,11,5,0.5376,0.85,1
24,9,5,0.9374,0.8,1
11,2,1,0.1536,0.1,0
35,7,4,0.61,0.85,1
17,5,1,0.777,0.85,1
6,0,1,0.2632,0.15,0
10,0,1,0.3293,0.1,0
10,2,1,0.3901,0.1,0
11,1,0,0.2806,0.15,0
13,0,1,0.2645,0.1,0
13,0,1,0.2524,0.15,0
40,11,3,0.8067,0.85,1
35,6,3,0.5902,0.85,1
30,12,4,0.9008,0.85,1
16,10,3,0.7435,0.85,1
6,2,1,0.2455,0.15,0
14,0,0,0.1581,0.15,0
15,10,3,0.634,0.85,1
15,0,0,0.165,0.15,0
8,0,1,0.3314,0.15,0
9,2,0,0.3756,0.1,0
10,2,1,0.2102,0.1,0
5,2,0,0.0826,0.1,0
8,0,0,0.6667,0.85,1
9,2,0,0.2665,0.1,0
10,0,1,0.0707,0.1,0
13,1,1,0.119,0.1,0
16,8,1,0.9281,0.9,1
24,0,2,0.3448,0.5,1
7,1,1,0.0452,0.1,0
5,1,1,0.1528,0.1,0
36,10,3,0.8635,0.85,1
15,1,0,0.3687,0.15,0
11,1,0,0.0969,0.1,0
19,3,5,0.6441,0.85,1
27,11,2,0.7265,0.85,1
33,11,2,0.8378,0.85,1
15,0,1,0.2616,0.1,0
12,2,0,0.3035,0.1,0
34,6,2,0.9255,0.85,1
39,4,2,0.9165,0.8,1
11,1,1,0.3282,0.1,0
14,2,1,0.0196,0.1,0
38,7,5,0.7845,0.8,1
36,7,3,0.5048,0.85,1
38,5,3,0.524,0.85,1
14,1,1,0.229,0.1,0
11,2,1,0.2944,0.1,0
19,5,5,0.6345,0.9,1
5,1,1,0.0745,0.15,0
16,7,4,0.5808,0.8,1
28,12,3,0.5922,0.85,1
28,4,4,0.6032,0.9,1
16,8,5,0.5569,0.85,1
8,0,1,0.1815,0.1,0
15,1,1,0.2936,0.15,0
6,0,0,0.3077,0.9,1
27,12,1,0.8857,0.85,1
5,0,0,0.8889,0.5,1
20,8,3,0.5732,0.9,1
33,7,5,0.5161,0.9,1
39,6,3,0.5239,0.85,1
21,10,3,0.9286,0.8,1
15,2,0,0.2094,0.1,0
16,0,2,0.4762,0.9,1
22,6,4,0.7743,0.9,1
11,2,1,0.1603,0.1,0
15,2,0,0.2736,0.15,0
38,10,4,0.9154,0.9,1
30,5,5,0.6047,0.85,1
12,0,0,0.3893,0.15,0
20,6,1,0.9017,0.9,1
18,10,4,0.9425,0.8,1
15,12,2,0.6763,0.85,1
14,1,0,0.198,0.15,0
20,11,2,0.9391,0.85,1
18,11,5,0.6633,0.8,1
17,12,2,0.6473,0.8,1
40,6,2,0.8734,0.8,1
20,7,1,0.5694,0.8,1
5,1,0,0.1275,0.1,0
36,12,3,0.8562,0.8,1
12,2,1,0.1214,0.1,0
7,2,1,0.3512,0.1,0
16,5,2,0.5248,0.85,1
39,3,2,0.7221,0.85,1
20,3,4,0.8024,0.8,1
40,10,1,0.5431,0.8,1
6,0,1,0.0112,0.1,0
7,1,1,0.2418,0.1,0
15,8,4,0.5807,0.8,1
14,1,1,0.3853,0.1,0
8,2,1,0.1466,0.15,0
23,6,5,0.8035,0.85,1
32,9,4,0.8483,0.8,1
29,12,5,0.5168,0.8,1
13,1,0,0.2591,0.15,0
17,0,1,0.4545,0.5,1
10,1,1,0.1213,0.1,0
20,12,1,0.5576,0.9,1
28,3,4,0.6268,0.85,1
15,0,1,0.0318,0.1,0
22,8,2,0.7051,0.85,1
27,0,2,0.2353,0.85,1
32,9,3,0.8381,0.8,1
6,0,0,0.0718,0.1,0
39,9,2,0.5647,0.9,1
15,0,1,0.2857,0.2,1
7,0,1,0.3695,0.15,0
10,2,0,0.317,0.15,0
10,2,0,0.3327,0.1,0
6,2,0,0.3411,0.15,0
39,4,4,0.868,0.8,1
9,0,0,0.1292,0.1,0
9,2,0,0.2792,0.15,0
27,10,5,0.7965,0.85,1
14,0,0,0.2268,0.1,0
13,0,1,0.1054,0.15,0
24,3,2,0.7968,0.85,1
21,7,2,0.5224,0.8,1
11,1,1,0.1732,0.1,0
25,5,3,0.9401,0.8,1
36,11,1,0.6523,0.85,1
33,9,4,0.7344,0.8,1
26,12,5,0.6898,0.8,1
5,1,0,0.1825,0.1,0
16,7,3,0.7503,0.85,1
5,1,0,0.231,0.1,0
9,0,0,0.3664,0.15,0
15,2,0,0.3642,0.15,0
6,0,0,0.3549,0.1,0
21,6,4,0.72,0.85,1
22,10,3,0.87,0.8,1
40,11,5,0.7902,0.8,1
14,1,0,0.1479,0.15,0
38,10,1,0.5627,0.85,1
39,9,5,0.5365,0.85,1
6,1,1,0.2752,0.1,0
8,0,0,0.6667,0.5,1
27,9,2,0.7118,0.8,1
23,4,2,0.9104,0.9,1
5,1,1,0.1422,0.1,0
26,9,1,0.8188,0.85,1
12,1,1,0.0409,0.1,0
34,9,2,0.8713,0.85,1
11,2,1,0.3491,0.15,0
25,4,1,0.7056,0.8,1
35,7,4,0.6792,0.85,1
6,1,1,0.3524,0.1,0
28,3,3,0.8888,0.8,1
11,1,1,0.2948,0.15,0
15,2,0,0.0699,0.1,0
28,3,1,0.6732,0.9,1
15,2,0,0.3494,0.1,0
36,4,4,0.672,0.85,1
12,1,0,0.2901,0.1,0
24,6,3,0.733,0.8,1
36,11,1,0.7092,0.85,1
28,4,4,0.6147,0.9,1
9,2,1,0.3048,0.1,0
7,2,0,0.0503,0.1,0
26,6,2,0.8389,0.8,1
36,10,1,0.7188,0.8,1
33,8,3,0.638,0.9,1
15,9,3,0.9206,0.8,1
13,1,1,0.3589,0.15,0
8,2,1,0.1324,0.1,0
31,9,3,0.8377,0.9,1
15,2,0,0.1622,0.15,0
36,11,2,0.8458,0.85,1
22,12,1,0.7839,0.9,1
23,7,5,0.6907,0.9,1
30,12,1,0.6092,0.9,1
37,9,3,0.7918,0.8,1
34,11,5,0.5461,0.85,1
6,0,1,0.0874,0.15,0
12,0,1,0.2991,0.15,0
29,5,1,0.8515,0.8,1
13,1,0,0.1215,0.1,0
18,4,2,0.6264,0.85,1
32,8,2,0.5683,0.85,1
5,2,1,0.087,0.1,0
6,2,0,0.0346,0.15,0
13,2,1,0.0767,0.15,0
12,1,0,0.3223,0.1,0
8,2,0,0.1243,0.1,0
14,1,0,0.0202,0.1,0
10,1,0,0.2146,0.1,0
9,0,1,0.0674,0.15,0
14,1,1,0.391,0.15,0
16,9,4,0.8826,0.9,1
40,11,3,0.7249,0.8,1
5,1,0,0.0053,0.15,0
6,0,1,0.1856,0.15,0
9,0,0,0.1152,0.1,0
31,4,4,0.7056,0.85,1
35,7,3,0.8936,0.9,1
14,2,0,0.1669,0.1,0
21,9,4,0.5943,0.8,1
25,12,5,0.7302,0.85,1
13,0,0,0.2186,0.1,0
9,2,1,0.0753,0.15,0
14,1,0,0.0697,0.1,0
19,0,2,0.3077,0.85,1
20,3,5,0.7018,0.85,1
32,12,5,0.8357,0.8,1
29,11,4,0.8528,0.85,1
5,2,1,0.2065,0.15,0
12,0,0,0.1994,0.15,0
12,1,1,0.2194,0.1,0
6,1,0,0.2855,0.15,0
32,10,1,0.628,0.85,1
7,2,0,0.1678,0.1,0
6,0,0,0.323,0.1,0
8,2,0,0.2802,0.1,0
9,2,1,0.1174,0.15,0
6,0,1,0.0357,0.1,0
9,2,0,0.0196,0.1,0
26,4,1,0.7135,0.8,1
31,8,2,0.6991,0.85,1
39,8,2,0.8728,0.85,1
35,5,1,0.9273,0.8,1
15,2,0,0.077,0.15,0
23,9,3,0.8332,0.9,1
24,5,2,0.5052,0.85,1
22,0,2,0.3704,0.9,1
13,2,0,0.0654,0.1,0
40,6,3,0.6316,0.85,1
27,4,3,0.7503,0.85,1
19,0,2,0.3077,0.5,1
9,2,1,0.0763,0.15,0
30,10,3,0.772,0.85,1
11,2,1,0.2124,0.1,0
21,0,2,0.3846,0.5,1
40,12,2,0.824,0.9,1
6,0,0,0.1059,0.1,0
16,8,1,0.641,0.85,1
15,0,1,0.2904,0.15,0
19,7,2,0.8863,0.85,1
13,2,0,0.2213,0.1,0
27,10,2,0.9458,0.8,1
10,1,0,0.1839,0.15,0
6,0,1,0.3879,0.1,0
32,9,3,0.878,0.9,1
28,7,3,0.5374,0.85,1
6,2,1,0.0597,0.1,0
19,6,1,0.7331,0.8,1
13,0,1,0.2845,0.1,0
34,12,1,0.6912,0.85,1
21,6,3,0.6349,0.85,1
17,4,4,0.9041,0.85,1
23,5,5,0.5263,0.85,1
5,2,1,0.0107,0.1,0
24,7,1,0.9316,0.8,1
21,4,3,0.9323,0.85,1
22,12,2,0.5142,0.9,1
9,0,0,0.263,0.1,0
26,8,5,0.7433,0.85,1
15,0,1,0.3077,0.1,0
10,2,1,0.0903,0.1,0
18,10,1,0.7112,0.85,1
28,12,3,0.6346,0.9,1
13,2,0,0.2055,0.15,0
15,1,1,0.1531,0.15,0
7,2,0,0.1232,0.1,0
20,12,2,0.8203,0.85,1
15,1,0,0.2465,0.1,0
6,0,1,0.1104,0.1,0
7,1,1,0.0746,0.15,0
8,2,0,0.368,0.15,0
29,0,2,0.2941,0.5,1
15,3,3,0.5252,0.85,1
40,4,4,0.6924,0.8,1
8,1,1,0.2413,0.15,0
26,3,3,0.6396,0.9,1
10,2,0,0.0553,0.1,0
11,1,0,0.28,0.1,0
17,8,2,0.9193,0.85,1
14,0,1,0.2763,0.1,0
35,6,3,0.7245,0.85,1
12,0,1,0.267,0.15,0
14,2,0,0.312,0.1,0
37,6,3,0.7487,0.85,1
39,6,2,0.9295,0.9,1
5,2,1,0.2945,0.1,0
38,10,4,0.7747,0.8,1
6,1,0,0.1406,0.1,0
39,8,5,0.5303,0.85,1
39,9,2,0.5768,0.9,1
7,2,0,0.2367,0.1,0
5,0,1,0.1857,0.15,0
19,6,2,0.9415,0.8,1
34,6,3,0.5584,0.8,1
34,12,4,0.9255,0.85,1
17,5,3,0.927,0.85,1
37,3,3,0.7912,0.8,1
11,1,1,0.0762,0.1,0
7,1,0,0.2548,0.15,0
21,4,4,0.6654,0.8,1
20,3,1,0.7779,0.85,1
5,0,1,0.0224,0.15,0
37,8,5,0.9373,0.85,1
20,6,3,0.8752,0.8,1
22,3,1,0.5693,0.85,1
20,10,3,0.8841,0.85,1
23,6,5,0.8576,0.8,1
39,11,2,0.6272,0.9,1
22,5,4,0.7251,0.85,1
35,4,1,0.7544,0.85,1
24,4,5,0.7589,0.85,1
7,0,0,0.151,0.1,0
9,1,0,0.2294,0.15,0
31,10,2,0.6874,0.85,1
11,0,1,0.3425,0.15,0
23,9,5,0.8815,0.85,1
34,9,2,0.7905,0.85,1
31,10,4,0.7132,0.8,1
10,2,1,0.2294,0.15,0
19,6,1,0.5894,0.85,1
14,0,0,0.3344,0.1,0
39,7,3,0.8235,0.9,1
13,1,1,0.2502,0.1,0
17,12,3,0.8789,0.85,1
13,1,0,0.3023,0.1,0
18,4,1,0.5689,0.85,1
15,9,5,0.8036,0.85,1
30,7,4,0.5265,0.85,1
20,9,4,0.8355,0.9,1
35,9,3,0.9219,0.85,1
39,5,1,0.8958,0.85,1
8,0,1,0.353,0.15,0
10,0,1,0.1549,0.1,0
14,0,0,0.2804,0.1,0
27,4,4,0.9323,0.8,1
15,0,1,0.1666,0.15,0
6,1,1,0.3095,0.1,0
15,10,1,0.9346,0.8,1
7,2,0,0.3699,0.1,0
29,5,5,0.5028,0.9,1
23,9,1,0.9336,0.85,1
38,10,5,0.5766,0.9,1
17,3,4,0.5599,0.85,1
35,5,2,0.7695,0.85,1
7,1,0,0.0985,0.1,0
34,3,3,0.7644,0.85,1
6,1,1,0.0633,0.1,0
6,0,1,0.2569,0.1,0
32,6,5,0.773,0.85,1
40,6,2,0.8608,0.8,1
15,2,0,0.3086,0.15,0
5,0,1,0.3975,0.1,0
40,8,4,0.7194,0.85,1
9,0,1,0.3689,0.15,0
19,7,3,0.7896,0.85,1
27,4,3,0.5937,0.8,1
13,0,1,0.1061,0.1,0
13,0,1,0.2013,0.1,0
12,1,1,0.3739,0.15,0
6,2,1,0.2539,0.15,0
7,0,0,0.3563,0.1,0
22,0,2,0.3704,0.85,1
40,5,4,0.8709,0.8,1
5,2,0,0.0387,0.15,0
6,1,1,0.1652,0.15,0
11,0,1,0.1406,0.1,0
25,9,4,0.6466,0.9,1
5,1,1,0.3729,0.1,0
24,5,1,0.6469,0.85,1
8,1,1,0.3404,0.1,0
14,0,0,0.2248,0.1,0
11,0,1,0.0151,0.1,0
10,2,0,0.2718,0.1,0
5,2,0,0.2965,0.1,0
40,5,2,0.9086,0.85,1
17,7,1,0.5965,0.85,1
8,2,1,0.1488,0.1,0
19,10,5,0.7354,0.85,1
11,0,0,0.2893,0.1,0
24,6,5,0.862,0.85,1
23,11,3,0.8478,0.85,1
15,1,0,0.2713,0.1,0
16,11,2,0.7426,0.9,1
14,0,0,0.1179,0.1,0
14,1,0,0.2662,0.1,0
24,8,1,0.5175,0.85,1
10,0,0,0.0247,0.15,0
28,9,1,0.9019,0.85,1
28,10,4,0.6398,0.9,1
22,4,5,0.8305,0.85,1
27,4,2,0.8632,0.8,1
5,2,1,0.2589,0.1,0
15,0,1,0.3175,0.15,0
27,6,4,0.6394,0.85,1
15,0,1,0.2035,0.1,0
13,1,0,0.2721,0.1,0
8,2,0,0.0797,0.15,0
37,7,1,0.677,0.85,1
10,1,1,0.2223,0.15,0
36,11,1,0.7046,0.85,1
14,0,0,0.1279,0.15,0
5,1,1,0.1705,0.1,0
11,2,1,0.0454,0.1,0
25,6,5,0.8593,0.8,1
32,9,1,0.8457,0.85,1
35,9,3,0.7798,0.9,1
30,7,3,0.8532,0.85,1
40,6,3,0.7801,0.8,1
30,4,4,0.7699,0.8,1
8,2,1,0.1656,0.1,0
39,6,3,0.9039,0.85,1
13,1,0,0.3524,0.15,0
5,2,0,0.2799,0.15,0
20,0,2,0.6207,0.9,1
37,9,3,0.7249,0.9,1
13,1,1,0.0573,0.1,0
35,8,1,0.7357,0.8,1
11,2,1,0.0213,0.1,0
40,5,3,0.7064,0.9,1
8,2,0,0.0941,0.1,0
33,3,5,0.9377,0.8,1
6,0,0,0.0338,0.1,0
28,6,2,0.5481,0.9,1
19,3,5,0.7669,0.8,1
6,1,1,0.2861,0.1,0
14,2,1,0.2199,0.1,0
9,0,0,0.2639,0.15,0
40,7,5,0.8665,0.8,1
24,3,5,0.5157,0.85,1
13,1,1,0.0559,0.1,0
15,1,0,0.2535,0.1,0
15,2,1,0.3817,0.15,0
38,12,4,0.8896,0.85,1
37,5,3,0.8815,0.85,1
10,0,1,0.1609,0.15,0
5,2,1,0.159,0.15,0
15,8,1,0.6315,0.8,1
40,7,5,0.7074,0.8,1
6,0,0,0.3427,0.1,0
18,11,2,0.9331,0.85,1
15,12,3,0.8402,0.85,1
11,0,1,0.2098,0.1,0
18,11,3,0.6016,0.8,1
8,2,0,0.3336,0.1,0
6,0,1,0.3893,0.15,0
5,2,1,0.251,0.1,0
22,8,3,0.8595,0.8,1
9,2,0,0.3596,0.1,0
31,6,2,0.7754,0.85,1
37,9,4,0.8438,0.8,1
14,1,1,0.1977,0.15,0
9,2,1,0.0382,0.1,0
37,5,2,0.8321,0.9,1
35,5,2,0.5565,0.9,1
18,8,1,0.5917,0.85,1
